Name, Position, Year,Spot, Games, WS, VORP, PER, TS, BPM 
Erik Murphy, C,2013,49,24,-0.055,-0.1,0.2,0.231,-8.1
Lorenzo Brown, PG,2013,52,77,-0.003,-0.5,9.6,0.419,-4
Joffrey Lauvergne, C,2013,55,208,0.089,-0.4,14.3,0.531,-2.6
Peyton Siva, SG,2013,56,24,-0.032,-0.3,5.7,0.425,-7.3
Andrew Wiggins, SF,2014,1,327,0.05,-1.2,15,0.526,-2.4
Jabari Parker, PF,2014,2,183,0.087,0.9,16.4,0.546,-1.4
Joel Embiid, C,2014,3,94,0.144,3.2,23.2,0.576,2.8
Aaron Gordon, PF,2014,4,263,0.091,3.3,15.4,0.532,-0.1
Dante Exum, PG,2014,5,162,0.025,-0.9,7.5,0.496,-3.1
Marcus Smart, SG,2014,6,261,0.07,4.3,11.4,0.48,0.2
Julius Randle, PF,2014,7,238,0.085,1.7,16.6,0.546,-1
Nik Stauskas, SG,2014,8,267,0.023,-1.8,8.8,0.524,-3.2
Noah Vonleh, PF,2014,9,231,0.068,-1.7,10.7,0.499,-3.9
Elfrid Payton, PG,2014,10,300,0.064,3.9,15.3,0.499,-0.3
Doug McDermott, SF,2014,11,264,0.068,-1.7,10.4,0.56,-3.3
Dario Saric, PF,2014,12,159,0.082,1.9,14.4,0.544,-0.3
Zach LaVine, SG,2014,13,230,0.038,-0.2,13.5,0.54,-2.1
Adreian Payne, PF,2014,15,107,-0.019,-1.2,8,0.455,-5.5
Jusuf Nurkic, C,2014,16,238,0.081,2.3,17.5,0.512,-0.2
James Young, SG,2014,17,95,0.046,-0.4,7.4,0.474,-4
Tyler Ennis, PG,2014,18,186,0.026,-1.5,10.3,0.484,-4.6
Gary Harris, SG,2014,19,255,0.089,4.2,14.1,0.574,0.3
Bruno Caboclo, SF,2014,20,35,-0.08,-0.3,4.9,0.36,-6.7
Mitch McGary, PF,2014,21,52,0.108,-0.2,15.4,0.54,-3.1
Jordan Adams, SG,2014,22,32,0.07,0.1,13.1,0.484,-0.5
Rodney Hood, SG,2014,23,248,0.095,2.3,13.5,0.536,-0.6
Shabazz Napier, PG,2014,24,233,0.058,0.2,12,0.522,-1.8
Clint Capela, C,2014,25,228,0.193,4.5,21.6,0.617,1.4
Bogdan Bogdanovic, SG,2014,27,78,0.064,0.6,13.5,0.556,-1
Josh Huestis, PF,2014,29,76,0.03,-0.5,6,0.433,-3.8
Kyle Anderson, SF,2014,30,257,0.132,5.1,13.8,0.54,2.4
Damien Inglis, SF,2014,31,20,-0.024,-0.2,6.7,0.444,-6.4
Joe Harris, SG,2014,33,186,0.065,0.5,10.9,0.598,-1.5
Cleanthony Early, SF,2014,34,56,-0.039,-0.8,7.2,0.435,-5.7
Jarnell Stokes, C,2014,35,28,0.202,0.1,19.4,0.587,1
Spencer Dinwiddie, PG,2014,38,185,0.098,1.3,14,0.52,-0.8
Jerami Grant, PF,2014,39,303,0.079,0.5,12.1,0.535,-1.7
Nikola Jokic, C,2014,41,228,0.209,13.9,24.3,0.611,6.9
Nick Johnson, SG,2014,42,28,-0.02,-0.3,4.8,0.43,-7.3
Edy Tavares, C,2014,43,13,0.118,0,16.3,0.572,-0.6
Markel Brown, SG,2014,44,113,0.029,-0.4,10.1,0.482,-2.8
Dwight Powell, PF,2014,45,254,0.17,3.6,17.7,0.603,1.4
Jordan Clarkson, SG,2014,46,301,0.05,0.6,14.9,0.527,-1.7
Russ Smith, PG,2014,47,27,-0.068,-0.1,7.8,0.453,-6.4
Lamar Patterson, SG,2014,48,40,0.006,-0.4,4.4,0.439,-5.5
Cameron Bairstow, C,2014,49,36,-0.021,-0.2,5,0.368,-7.7
Thanasis Antetokounmpo, SF,2014,51,2,0.291,0,32.9,0.75,-4.1
Semaj Christon, PG,2014,55,64,0.006,-1.1,5.7,0.387,-6.3
Devyn Marble, SG,2014,56,44,-0.028,-0.3,5.5,0.366,-5
Jordan McRae, PG,2014,58,59,0.043,-0.5,11.2,0.509,-5.7
Cory Jefferson, PF,2014,60,58,0.071,-0.4,13.2,0.476,-4.6
